dr7objid,dr8objid,objid,expAB_r
587725552286236793,1237651273511141484,1237651273511141484,0.7877674
587725552288137415,1237651273513042227,1237651273513042227,0.2190122
587725552288333973,1237651273513238752,1237651273513238752,0.3830492
587725552288399438,1237651273513304133,1237651273513304133,0.7644125
587725552290365566,1237651273515270283,1237651273515270283,0.2226815
587725552290889892,1237651273515794622,1237651273515794622,0.7228621
587725552804364663,1237651274029269461,1237651274029269461,0.2163627
587725552804626689,1237651274029531405,1237651274029531405,0.8812977
587725552805282039,1237651274030186737,1237651274030186737,0.7054754
587725552805544240,1237651274030448943,1237651274030448943,0.4612453
587725552805740776,1237651274030645668,1237651274030645668,0.9371455
587725552806133996,1237651274031038496,1237651274031038496,0.2387914
587725552806396268,1237651274031300949,1237651274031300949,0.3572305
587725552807248143,1237651274032152833,1237651274032152833,0.1688733
587725552807248145,1237651274032152838,1237651274032152838,0.5822084
587725552807248145,1237651274032152838,1237651274032152838,0.5822084
587725552808886408,1237651274033791119,1237651274033791119,0.9268588
587725552809279538,1237651274034184232,1237651274034184232,0.2809228
587725552809279539,1237651274034184233,1237651274034184233,0.7715171
587725552810721352,1237651274035626054,1237651274035626054,0.5406275
587725552810786940,1237651274035691648,1237651274035691648,0.2862811
587725552810786948,1237651274035691655,1237651274035691655,0.4550268
587725552811049071,1237651274035953768,1237651274035953768,0.3306444
587725552811245835,1237651274036150529,1237651274036150529,0.254243
587725552811442298,1237651274036347015,1237651274036347015,0.5224052
587725552811573387,1237651274036478148,1237651274036478148,0.3429722
587725552811901042,1237651274036805831,1237651274036805831,0.5381793
587725552811966589,1237651274036871311,1237651274036871311,0.6222733
587725552811966619,1237651274036871362,1237651274036871362,0.5949637
587725552811966619,1237651274036871362,1237651274036871362,0.5949637
587725552811966619,1237651274036871362,1237651274036871362,0.5949637
587725552811966619,1237651274036871362,1237651274036871362,0.5949637
587725552812228757,1237651274037133437,1237651274037133437,0.5629913
587725552812228757,1237651274037133437,1237651274037133437,0.5629913
587725552812228757,1237651274037133437,1237651274037133437,0.5629913
587725552812228757,1237651274037133437,1237651274037133437,0.5629913
587725552812228767,1237651274037133447,1237651274037133447,0.3151455
587725552812294326,1237651274037199030,1237651274037199030,0.1999844
587725552812294326,1237651274037199030,1237651274037199030,0.1999844
587725552813408407,1237651274038313114,1237651274038313114,0.5218123
587725552813539427,1237651274038444124,1237651274038444124,0.229932
587725552813539432,1237651274038444126,1237651274038444126,0.6574674
587725552813998192,1237651274038902897,1237651274038902897,0.473546
587725552814194803,1237651274039099500,1237651274039099500,0.2884505
587725552815833255,1237651274040737993,1237651274040737993,0.8943004
587725552816685186,1237651274041590042,1237651274041590042,0.2792701
587725552817078385,1237651274041983084,1237651274041983084,0.3821461
587725552817143996,1237651274042048716,1237651274042048716,0.7338731
587725552817602637,1237651274042507458,1237651274042507458,0.5152168
587725552818126996,1237651274043031712,1237651274043031712,0.8902315
587725552818192502,1237651274043097237,1237651274043097237,0.5151449
587725552818651263,1237651274043555991,1237651274043555991,0.334083
587725552818913387,1237651274043818088,1237651274043818088,0.8147594
587725552819175502,1237651274044080214,1237651274044080214,0.495455
587725552819241067,1237651274044145765,1237651274044145765,0.1725714
587725552819306667,1237651274044211344,1237651274044211344,0.5694296
587725552819372160,1237651274044276901,1237651274044276901,0.4935532
587725552819437717,1237651274044342403,1237651274044342403,0.6777974
587725552819699835,1237651274044604557,1237651274044604557,0.621766
587725552819830971,1237651274044735708,1237651274044735708,0.2773718
587725552820093011,1237651274044997711,1237651274044997711,0.1804153
587725552820355202,1237651274045259898,1237651274045259898,0.3944752
587725552820748425,1237651274045653129,1237651274045653129,0.9499981
587725552821076124,1237651274045980882,1237651274045980882,0.6216941
587725552821141584,1237651274046046309,1237651274046046309,0.9691491
587725552821534941,1237651274046439629,1237651274046439629,0.2472995
587725552823763093,1237651274048667788,1237651274048667788,0.3906057
587725552826253408,1237651274051158096,1237651274051158096,0.2421519
587725552826515573,1237651274051420253,1237651274051420253,0.5219306
587725552827891853,1237651274052796556,1237651274052796556,0.6935602
587725575888044060,1237651297112948763,1237651297112948763,0.5090965
587725576422752441,1237651297647657144,1237651297647657144,0.5009702
587725576422752469,1237651297647657186,1237651297647657186,0.6709681
587725576422752474,1237651297647657199,1237651297647657199,0.5166634
587725576423866609,1237651297648771334,1237651297648771334,0.8000161
587725576424784073,1237651297649688806,1237651297649688806,0.569342
587725576425177410,1237651297650082180,1237651297650082180,0.8048007
587725576425373966,1237651297650278659,1237651297650278659,0.4237638
587725576961654911,1237651298186559679,1237651298186559679,0.8695619
587725576961982668,1237651298186887415,1237651298186887415,0.746227
587725576962310378,1237651298187215077,1237651298187215077,0.3332907
587725577496363119,1237651298721267808,1237651298721267808,0.6715738
587725578035986516,1237651299260891216,1237651299260891216,0.7307231
587725578037362875,1237651299262267709,1237651299262267709,0.4194045
587725578037428465,1237651299262332968,1237651299262332968,0.8109104
587725589309489218,1237651310534393924,1237651310534393924,0.1613951
587725589309554887,1237651310534459634,1237651310534459634,0.9110592
587725589309817047,1237651310534721789,1237651310534721789,0.6074843
587725589845967038,1237651311070871786,1237651311070871786,0.5009389
587725589846425617,1237651311071330397,1237651311071330397,0.8796386
587725590383362281,1237651311608267013,1237651311608267013,0.7119933
587725590385393758,1237651311610298469,1237651311610298469,0.6780228
587725590920757397,1237651312145662257,1237651312145662257,0.3244044
587725773459882182,1237651494684786759,1237651494684786759,0.3892786
587725773460078826,1237651494684983582,1237651494684983582,0.4175424
587725773460144486,1237651494685049197,1237651494685049197,0.4733228
587725773995507930,1237651495220412446,1237651495220412446,0.8797187
587725773995638965,1237651495220543666,1237651495220543666,0.7268041
587725773995901184,1237651495220806053,1237651495220806053,0.6939047
587725773995966477,1237651495220871185,1237651495220871185,0.4855597
587725773996228943,1237651495221133731,1237651495221133731,0.7203369
587725773996425421,1237651495221330128,1237651495221330128,0.5722458
587725773996556418,1237651495221461129,1237651495221461129,0.7379597
587725773996622063,1237651495221526799,1237651495221526799,0.1601031
587725773996622187,1237651495221526951,1237651495221526951,0.9060607
587725773996818541,1237651495221723255,1237651495221723255,0.4666062
587725773997342799,1237651495222247606,1237651495222247606,0.8843576
587725773997342920,1237651495222247618,1237651495222247618,0.3517891
587725773460209804,1237651494685114536,1237651494685114536,0.5195191
587725773997670423,1237651495222575110,1237651495222575110,0.7407367
587725773997670423,1237651495222575110,1237651495222575110,0.7407367
587725774529430016,1237651495754334699,1237651495754334699,0.3862319
587725774530019650,1237651495754924397,1237651495754924397,0.5598235
587725576962048040,1237651298186952745,1237651298186952745,0.6277561
587725576960933998,1237651298185838753,1237651298185838753,0.8971424
587725551749431490,1237651272974336183,1237651272974336183,0.632839
587725774531068215,1237651495755972965,1237651495755972965,0.6371973
587725774531854638,1237651495756759352,1237651495756759352,0.2694415
587725774531985635,1237651495756890312,1237651495756890312,0.26906
587725551749169248,1237651272974073946,1237651272974073946,0.9587634
587725774532509953,1237651495757414699,1237651495757414699,0.1426706
587725774532641093,1237651495757545794,1237651495757545794,0.5104307
587725774533230810,1237651495758135517,1237651495758135517,0.2545612
587725774533623841,1237651495758528539,1237651495758528539,0.7480643
587725774533689553,1237651495758594245,1237651495758594245,0.5040437
587725774533886291,1237651495758791013,1237651495758791013,0.2002268
587725774534279495,1237651495759184206,1237651495759184206,0.3469603
587725551742156892,1237651272967061587,1237651272967061587,0.05
587725551738683429,1237651272963588139,1237651272963588139,0.2942045
587725551738683429,1237651272963588139,1237651272963588139,0.2942045
587725775065710958,1237651496290615849,1237651496290615849,0.5268018
587725551738683429,1237651272963588139,1237651272963588139,0.2942045
587725551213019244,1237651272437923946,1237651272437923946,0.8498338
587725551211905168,1237651272436809883,1237651272436809883,0.5922264
587725775068463230,1237651496293367898,1237651496293367898,0.4250314
587725775068659945,1237651496293564637,1237651496293564637,0.2430765
587725775068660014,1237651496293564703,1237651496293564703,0.357648
587725775069380717,1237651496294285410,1237651496294285410,0.3239633
587725775069511875,1237651496294416572,1237651496294416572,0.2020749
587725775069577433,1237651496294482155,1237651496294482155,0.3908874
587725775069577503,1237651496294482218,1237651496294482218,0.5238675
587725775071215821,1237651496296120363,1237651496296120363,0.5536044
587725775071477878,1237651496296382581,1237651496296382581,0.2749946
587725775071477878,1237651496296382581,1237651496296382581,0.2749946
587725551208497330,1237651272433402080,1237651272433402080,0.2245511
587725551208497330,1237651272433402080,1237651272433402080,0.2245511
587725775602516458,1237651496827421178,1237651496827421178,0.8164493
587725551207317683,1237651272432222423,1237651272432222423,0.5656043
587725775603761399,1237651496828666130,1237651496828666130,0.3724736
587725775603761469,1237651496828666206,1237651496828666206,0.6302383
587725551207317683,1237651272432222423,1237651272432222423,0.5656043
587725775604744636,1237651496829649466,1237651496829649466,0.7397928
587725775604744636,1237651496829649466,1237651496829649466,0.7397928
587725551201222751,1237651272426127614,1237651272426127614,0.1657021
587725775605071885,1237651496829976802,1237651496829976802,0.6317764
587725775605203225,1237651496830107904,1237651496830107904,0.9085196
587725775605203279,1237651496830107976,1237651496830107976,0.2312237
587725775605268836,1237651496830173526,1237651496830173526,0.5562783
587725775605465446,1237651496830370024,1237651496830370024,0.4681478
587725775605596552,1237651496830501270,1237651496830501270,0.5155122
587725775605596604,1237651496830501354,1237651496830501354,0.5084512
587725775605727617,1237651496830632320,1237651496830632320,0.3889578
587725775605792991,1237651496830697880,1237651496830697880,0.7367634
587725775606055150,1237651496830959825,1237651496830959825,0.5022137
587725775606055314,1237651496830960092,1237651496830960092,0.7890675
587725775606513977,1237651496831418704,1237651496831418704,0.5055537
587725775607103740,1237651496832008481,1237651496832008481,0.3384434
587725775607300371,1237651496832205091,1237651496832205091,0.6914988
587725775607496923,1237651496832401606,1237651496832401606,0.6412622
587725775608086742,1237651496832991571,1237651496832991571,0.81756
587725775608152268,1237651496833056964,1237651496833056964,0.3031847
