dr7objid,dr8objid,objid,expAB_r
587733081347522675,1237658802572427445,1237658802572427445,0.7107667
587733081347391673,1237658802572296390,1237658802572296390,0.5797825
587733081347260645,1237658802572165380,1237658802572165380,0.611744
587733081347260598,1237658802572165322,1237658802572165322,0.3471963
587733081878364335,1237658803103269028,1237658803103269028,0.3592539
587733081878364361,1237658803103269043,1237658803103269043,0.3044859
587733081879085174,1237658803103989906,1237658803103989906,0.5876249
587733081879281806,1237658803104186505,1237658803104186505,0.2259215
587733081879281870,1237658803104186579,1237658803104186579,0.2157608
587733081879347365,1237658803104252072,1237658803104252072,0.2853034
587733081880002692,1237658803104907404,1237658803104907404,0.5847223
587733081882558514,1237658803107463228,1237658803107463228,0.1999926
587733081882755143,1237658803107659839,1237658803107659839,0.7999078
587733081882886274,1237658803107790977,1237658803107790977,0.3737579
587733081883017295,1237658803107921985,1237658803107921985,0.2379053
587733081883017295,1237658803107921988,1237658803107921988,0.2960263
587733081883279462,1237658803108184220,1237658803108184220,0.1655859
587733081883672700,1237658803108577397,1237658803108577397,0.8244662
587733081883803803,1237658803108708525,1237658803108708525,0.7546085
587733081884065889,1237658803108970610,1237658803108970610,0.5861149
587733081884328017,1237658803109232721,1237658803109232721,0.895397
587733081884655713,1237658803109560404,1237658803109560404,0.8079232
587733081884655640,1237658803109560429,1237658803109560429,0.6823677
587733081884655793,1237658803109560552,1237658803109560552,0.5051209
587733081884786844,1237658803109691469,1237658803109691469,0.5584932
587733081884852247,1237658803109756942,1237658803109756942,0.6106566
587733081884917803,1237658803109822493,1237658803109822493,0.6545888
587733081884917868,1237658803109822580,1237658803109822580,0.7228277
587733081885180088,1237658803110084809,1237658803110084809,0.2668757
587733081885311136,1237658803110215832,1237658803110215832,0.2065107
587733081885442156,1237658803110346843,1237658803110346843,0.2453488
587733081885507678,1237658803110412345,1237658803110412345,0.5020122
587733081885507714,1237658803110412391,1237658803110412391,0.6131063
587733081885769830,1237658803110674581,1237658803110674581,0.8655802
587733081885769961,1237658803110674715,1237658803110674715,0.8315722
587733081886949603,1237658803111854355,1237658803111854355,0.8414314
587733081887015022,1237658803111919805,1237658803111919805,0.2114002
587733081887080574,1237658803111985292,1237658803111985292,0.6244764
587733081888391281,1237658803113295982,1237658803113295982,0.4878045
587733081888653409,1237658803113558109,1237658803113558109,0.5983362
587733081889570929,1237658803114475634,1237658803114475634,0.3499031
587733081889570993,1237658803114475756,1237658803114475756,0.2524709
587733081889636444,1237658803114541156,1237658803114541156,0.2889061
587733081891340359,1237658803116245052,1237658803116245052,0.4244126
587733081891340416,1237658803116245098,1237658803116245098,0.3428779
587733081891340416,1237658803116245102,1237658803116245102,0.1426595
587733081892454530,1237658803117359211,1237658803117359211,0.4599128
587733195159175393,1237658916384080068,1237658916384080068,0.621379
587733195159240810,1237658916384145487,1237658916384145487,0.660314
587733195159699555,1237658916384604217,1237658916384604217,0.4557911
587733195159896224,1237658916384800938,1237658916384800938,0.3823448
587733195160354886,1237658916385259587,1237658916385259587,0.5979429
587733195160354968,1237658916385259664,1237658916385259664,0.4115956
587733195160551478,1237658916385456236,1237658916385456236,0.5280942
587733195160748121,1237658916385652824,1237658916385652824,0.5813376
587733195160879195,1237658916385783883,1237658916385783883,0.6849132
587733195160879228,1237658916385783930,1237658916385783930,0.6973591
587733195160944727,1237658916385849458,1237658916385849458,0.5162141
587733195161141374,1237658916386046083,1237658916386046083,0.8198861
587733195161337942,1237658916386242641,1237658916386242641,0.5678825
587733195695718521,1237658916920623212,1237658916920623212,0.6951981
587733195696177180,1237658916921081879,1237658916921081879,0.7499928
587733195696242810,1237658916921147547,1237658916921147547,0.6510388
587733195696308248,1237658916921212947,1237658916921212947,0.8509371
587733195696439376,1237658916921344076,1237658916921344076,0.6771059
587733195697356839,1237658916922261550,1237658916922261550,0.405127
587733195697422381,1237658916922327095,1237658916922327095,0.5843554
587733195697487982,1237658916922392740,1237658916922392740,0.3484299
587733195697553469,1237658916922458148,1237658916922458148,0.6642968
587733195698274393,1237658916923179107,1237658916923179107,0.8433117
587733195698339943,1237658916923244646,1237658916923244646,0.3972439
587733196500959388,1237658917457428626,1237658917457428626,0.2978414
587733196233506975,1237658917458411651,1237658917458411651,0.5171975
587733196233703480,1237658917458608185,1237658917458608185,0.8511842
587733196233965642,1237658917458870347,1237658917458870347,0.5575207
587733196234358911,1237658917459263616,1237658917459263616,0.4188066
587733196769525863,1237658917994430562,1237658917994430562,0.9439393
587733196769591355,1237658917994496084,1237658917994496084,0.2391453
587733196770443375,1237658917995348143,1237658917995348143,0.4703531
587733196770771034,1237658917995675723,1237658917995675723,0.8129263
587733197306462343,1237658918531367020,1237658918531367020,0.3843234
587733197306986618,1237658918531891301,1237658918531891301,0.5895878
587733197308952620,1237658918533857331,1237658918533857331,0.8097185
587733197844250717,1237658919069155404,1237658919069155404,0.4715421
587733197844643981,1237658919069548563,1237658919069548563,0.9480978
587733197844643922,1237658919069548778,1237658919069548778,0.7624465
587733197844709402,1237658919069614102,1237658919069614102,0.8320104
587733197844709551,1237658919069614314,1237658919069614314,0.5685794
587733197845627019,1237658919070531780,1237658919070531780,0.3787139
587733197845823745,1237658919070728499,1237658919070728499,0.2715372
587733397023031413,1237659118247936101,1237659118247936101,0.4671976
587733397023293524,1237659118248198276,1237659118248198276,0.9205513
587733397023424555,1237659118248329252,1237659118248329252,0.8271315
587733397025652815,1237659118250557454,1237659118250557454,0.3335799
587733397025718326,1237659118250623029,1237659118250623029,0.8335642
587733397025783956,1237659118250688589,1237659118250688589,0.4270144
587733397026439306,1237659118251344151,1237659118251344151,0.3524038
587733397026504815,1237659118251409583,1237659118251409583,0.7825996
587733397026832484,1237659118251737265,1237659118251737265,0.2865939
587733397560754346,1237659118785659085,1237659118785659085,0.3709591
587733397562327153,1237659118787231875,1237659118787231875,0.22472
587733397562523824,1237659118787428506,1237659118787428506,0.6570088
587733397562785873,1237659118787690671,1237659118787690671,0.3841906
587733397563375741,1237659118788280428,1237659118788280428,0.7860924
587733397563572290,1237659118788476979,1237659118788476979,0.2357083
587733397563834570,1237659118788739272,1237659118788739272,0.8599496
587733397564096612,1237659118789001310,1237659118789001310,0.337582
587733397564096534,1237659118789001323,1237659118789001323,0.5692945
587733397564293146,1237659118789197856,1237659118789197856,0.6205987
587733397564358765,1237659118789263473,1237659118789263473,0.6781883
587733397564686506,1237659118789591223,1237659118789591223,0.4104181
587733397566718127,1237659118791622803,1237659118791622803,0.394127
587733397568290926,1237659118793195617,1237659118793195617,0.6026062
587733397568487507,1237659118793392219,1237659118793392219,0.3561383
587733397568487570,1237659118793392257,1237659118793392257,0.3274978
587733397569143014,1237659118794047721,1237659118794047721,0.1999964
587733398097494080,1237659119322398789,1237659119322398789,0.5776361
587733398097494126,1237659119322398842,1237659119322398842,0.8362331
587733398097625138,1237659119322529962,1237659119322529962,0.5801781
587733398098149530,1237659119323054210,1237659119323054210,0.5122786
587733398098149530,1237659119323054210,1237659119323054210,0.5122786
587733398098804863,1237659119323709544,1237659119323709544,0.2606932
587733398098935961,1237659119323840653,1237659119323840653,0.2506636
587733398099263639,1237659119324168394,1237659119324168394,0.339554
587733398100050027,1237659119324954712,1237659119324954712,0.4575773
587733398100312122,1237659119325216816,1237659119325216816,0.8419333
587733398101360669,1237659119326265472,1237659119326265472,0.9077278
587733398101688461,1237659119326593147,1237659119326593147,0.8496549
587733398101819564,1237659119326724236,1237659119326724236,0.2699874
587733398102212631,1237659119327117329,1237659119327117329,0.6550955
587733398104309904,1237659119329214594,1237659119329214594,0.8873283
587733398104309943,1237659119329214636,1237659119329214636,0.7379952
587733398104506559,1237659119329411339,1237659119329411339,0.3674758
587733398105096309,1237659119330001020,1237659119330001020,0.6822035
587733398105227399,1237659119330132093,1237659119330132093,0.3525667
587733398105358509,1237659119330263198,1237659119330263198,0.551706
587733398105358548,1237659119330263244,1237659119330263244,0.7689158
587733398105554950,1237659119330459656,1237659119330459656,0.2729205
587733398106341509,1237659119331246201,1237659119331246201,0.3034229
587733398106734692,1237659119331639441,1237659119331639441,0.2857571
587733398106996992,1237659119331901764,1237659119331901764,0.2518572
587733398107586718,1237659119332491413,1237659119332491413,0.3832932
587733398107848935,1237659119332753646,1237659119332753646,0.3636338
587733398108176566,1237659119333081250,1237659119333081250,0.5496688
587733398108897508,1237659119333802221,1237659119333802221,0.4980234
587733398109749424,1237659119334654174,1237659119334654174,0.2609115
587733398110142727,1237659119335047429,1237659119335047429,0.1604089
587733398110208023,1237659119335112727,1237659119335112727,0.9236314
587733398110273748,1237659119335178279,1237659119335178279,0.9786471
587733398110273771,1237659119335178517,1237659119335178517,0.5383871
587733398110535911,1237659119335440627,1237659119335440627,0.3085388
587733398110601381,1237659119335506057,1237659119335506057,0.8868873
587733398110863579,1237659119335768267,1237659119335768267,0.5395526
587733398110929100,1237659119335833780,1237659119335833780,0.7638395
587733398111977674,1237659119336882392,1237659119336882392,0.7448813
587733398634823773,1237659119859728511,1237659119859728511,0.4002185
587733398634889319,1237659119859794014,1237659119859794014,0.5194615
587733398635413597,1237659119860318301,1237659119860318301,0.2222436
587733398636593251,1237659119861497962,1237659119861497962,0.300001
587733398637707402,1237659119862612174,1237659119862612174,0.9078141
587733398637969559,1237659119862874246,1237659119862874246,0.3470711
587733398638756073,1237659119863660804,1237659119863660804,0.2923469
587733398639345823,1237659119864250541,1237659119864250541,0.8041543
587733398640001133,1237659119864905811,1237659119864905811,0.2785452
587733398640001133,1237659119864905812,1237659119864905812,0.5152455
587733398640459926,1237659119865364626,1237659119865364626,0.8611971
587733398641901603,1237659119866806435,1237659119866806435,0.4804592
587733398641901603,1237659119866806435,1237659119866806435,0.4804592
587733398642688080,1237659119867592795,1237659119867592795,0.5790238
587733398642819217,1237659119867723959,1237659119867723959,0.191597
587733398644457575,1237659119869362271,1237659119869362271,0.4975758
587733398644523380,1237659119869428088,1237659119869428088,0.8499988
587733398644785447,1237659119869690215,1237659119869690215,0.7572327
587733398644850951,1237659119869755670,1237659119869755670,0.518824
587733398645375300,1237659119870280022,1237659119870280022,0.1999996
587733398645506206,1237659119870410897,1237659119870410897,0.2751958
587733398645637299,1237659119870541996,1237659119870541996,0.2016739
587733398647537805,1237659119872442529,1237659119872442529,0.5768256
587733398648914141,1237659119873818852,1237659119873818852,0.1638552
587733398648979589,1237659119873884307,1237659119873884307,0.2795528
587733398650028314,1237659119874933024,1237659119874933024,0.5746999
587733398650225062,1237659119875129470,1237659119875129470,0.4263614
587733398651797918,1237659119876702680,1237659119876702680,0.5847049
587733398652453404,1237659119877357734,1237659119877357734,0.7238479
587733398652453404,1237659119877357735,1237659119877357735,0.916846
587733398652518560,1237659119877423318,1237659119877423318,0.3335693
587733398652518789,1237659119877423559,1237659119877423559,0.5907714
587733398652584413,1237659119877489174,1237659119877489174,0.6761023
587733398652649838,1237659119877554641,1237659119877554641,0.4801868
587733398652715414,1237659119877620173,1237659119877620173,0.6669576
587733398652715415,1237659119877620174,1237659119877620174,0.6035675
587733398652911901,1237659119877816664,1237659119877816664,0.7355058
587733398652911902,1237659119877816665,1237659119877816665,0.2257345
587733399171301513,1237659120396206235,1237659120396206235,0.2162626
587733399172284494,1237659120397189196,1237659120397189196,0.4053717
587733399172284526,1237659120397189231,1237659120397189231,0.2657712
587733399172350086,1237659120397254765,1237659120397254765,0.2312364
587733399173791915,1237659120398696610,1237659120398696610,0.2798586
587733399174643842,1237659120399548518,1237659120399548518,0.5925492
587733399174774902,1237659120399679630,1237659120399679630,0.6316501
587733399176609926,1237659120401514680,1237659120401514680,0.4161025
587733399176675473,1237659120401580183,1237659120401580183,0.5762206
587733399176740883,1237659120401645588,1237659120401645588,0.9290177
587733399176740884,1237659120401645591,1237659120401645591,0.367172
587733399178248293,1237659120403153029,1237659120403153029,0.3336768
587733399178379471,1237659120403284219,1237659120403284219,0.5598682
587733399178707074,1237659120403611793,1237659120403611793,0.9991027
587733399179100221,1237659120404004912,1237659120404004912,0.2232101
587733399179100294,1237659120404004999,1237659120404004999,0.500029
587733399179362453,1237659120404267159,1237659120404267159,0.2590554
587733399179362475,1237659120404267174,1237659120404267174,0.6265312
587733399179428002,1237659120404332715,1237659120404332715,0.2553828
587733399179428002,1237659120404332715,1237659120404332715,0.2553828
587733399179624519,1237659120404529223,1237659120404529223,0.1786944
587733399180345503,1237659120405250194,1237659120405250194,0.805414
587733399181066274,1237659120405970990,1237659120405970990,0.2676356
587733399181197602,1237659120406102336,1237659120406102336,0.9064506
587733399181590671,1237659120406495394,1237659120406495394,0.2539217
587733399182049492,1237659120406954207,1237659120406954207,0.9632544
587733399182246021,1237659120407150725,1237659120407150725,0.3680781
587733399182573764,1237659120407478468,1237659120407478468,0.1824885
587733399183032515,1237659120407937206,1237659120407937206,0.6410973
587733399185981679,1237659120410886367,1237659120410886367,0.3723341
587733399185981704,1237659120410886425,1237659120410886425,0.1934063
587733399188668499,1237659120413573202,1237659120413573202,0.9413469
587733399188734258,1237659120413638976,1237659120413638976,0.545346
587733399188930832,1237659120413835550,1237659120413835550,0.3600368
587733399189520688,1237659120414425408,1237659120414425408,0.8229038
587733399189651842,1237659120414556596,1237659120414556596,0.2752399
587733399190569138,1237659120415473791,1237659120415473791,0.7123078
587733399190765908,1237659120415670638,1237659120415670638,0.3167633
587733399190831413,1237659120415736138,1237659120415736138,0.4292421
587733399707779157,1237659120932683880,1237659120932683880,0.428535
587733399708041263,1237659120932946111,1237659120932946111,0.8850605
587733399708368996,1237659120933273730,1237659120933273730,0.4780514
587733399708827748,1237659120933732364,1237659120933732364,0.5076862
587733399708893323,1237659120933798065,1237659120933798065,0.439717
587733399709089935,1237659120933994631,1237659120933994631,0.217217
587733399709745296,1237659120934650018,1237659120934650018,0.9164455
587733399709810801,1237659120934715485,1237659120934715485,0.7870838
587733399709876295,1237659120934781002,1237659120934781002,0.5185013
587733399710007386,1237659120934912088,1237659120934912088,0.1522674
587733399710269601,1237659120935174289,1237659120935174289,0.7602415
587733399710597252,1237659120935501947,1237659120935501947,0.8583366
587733399710859428,1237659120935764100,1237659120935764100,0.7088876
587733399711121528,1237659120936026227,1237659120936026227,0.3961302
587733399711252514,1237659120936157214,1237659120936157214,0.7426111
587733399711252680,1237659120936157412,1237659120936157412,0.4646371
587733399711449219,1237659120936353931,1237659120936353931,0.3511727
587733399711449231,1237659120936353945,1237659120936353945,0.1799413
587733399711645844,1237659120936550546,1237659120936550546,0.404487
587733399711973488,1237659120936878166,1237659120936878166,0.1577082
587733399712039043,1237659120936943766,1237659120936943766,0.3657724
587733399712628848,1237659120937533541,1237659120937533541,0.5226249
587733409907212440,1237659131132117180,1237659131132117180,0.7837513
587733409910489220,1237659131135393970,1237659131135393970,0.8967689
587733409911406697,1237659131136311390,1237659131136311390,0.2827547
587733409912062195,1237659131136966868,1237659131136966868,0.2048409
587733409912193290,1237659131137098140,1237659131137098140,0.7162001
587733409913766117,1237659131138670821,1237659131138670821,0.4696159
587733410445918324,1237659131670823041,1237659131670823041,0.1722662
587733410446311576,1237659131671216281,1237659131671216281,0.3295849
587733410446573724,1237659131671478415,1237659131671478415,0.3911997
587733410446704722,1237659131671609411,1237659131671609411,0.7708715
587733410447687796,1237659131672592535,1237659131672592535,0.8844496
587733410447818924,1237659131672723624,1237659131672723624,0.7086008
587733410448343188,1237659131673247874,1237659131673247874,0.6927637
587733410448998501,1237659131673903203,1237659131673903203,0.8333796
587733410449326151,1237659131674230847,1237659131674230847,0.6952645
587733410449326372,1237659131674231112,1237659131674231112,0.4405717
587733410449522767,1237659131674427472,1237659131674427472,0.2089351
587733410450243779,1237659131675148445,1237659131675148445,0.4062198
587733410450637031,1237659131675541726,1237659131675541726,0.7743402
587733410452603044,1237659131677507719,1237659131677507719,0.1999978
587733410453061829,1237659131677966488,1237659131677966488,0.2266574
587733410453586041,1237659131678490725,1237659131678490725,0.126096
587733410453782794,1237659131678687477,1237659131678687477,0.1985669
587733410453848209,1237659131678752790,1237659131678752790,0.3201271
587733410454241471,1237659131679146163,1237659131679146163,0.3437814
587733410454372401,1237659131679277093,1237659131679277093,0.4251564
587733410456666244,1237659131681570944,1237659131681570944,0.7808073
587733410457387249,1237659131682292006,1237659131682292006,0.3071173
587733410981085243,1237659132205990071,1237659132205990071,0.7262999
587733410981085243,1237659132205990072,1237659132205990072,0.05
587733410981281887,1237659132206186601,1237659132206186601,0.4872456
587733410983641256,1237659132208545955,1237659132208545955,0.7688317
587733410983706736,1237659132208611419,1237659132208611419,0.925249
587733410983968779,1237659132208873481,1237659132208873481,0.2211764
587733410984296587,1237659132209201253,1237659132209201253,0.3867113
587733410984493119,1237659132209397892,1237659132209397892,0.6784337
587733410984755304,1237659132209659998,1237659132209659998,0.5171572
587733410985082970,1237659132209987667,1237659132209987667,0.2086204
587733410985148597,1237659132210053348,1237659132210053348,0.2583514
587733410985541736,1237659132210446427,1237659132210446427,0.5734224
587733410986197158,1237659132211101852,1237659132211101852,0.2536928
587733410986393851,1237659132211298599,1237659132211298599,0.3689732
587733410986655900,1237659132211560606,1237659132211560606,0.3706501
587733410986655913,1237659132211560622,1237659132211560622,0.5555548
587733410986655981,1237659132211560707,1237659132211560707,0.6363456
587733410986918100,1237659132211822771,1237659132211822771,0.3121985
587733410986918113,1237659132211822800,1237659132211822800,0.5649422
587733410987114637,1237659132212019364,1237659132212019364,0.4999438
587733410987376772,1237659132212281469,1237659132212281469,0.4246998
587733410988752993,1237659132213657677,1237659132213657677,0.6193554
587733410989277336,1237659132214182045,1237659132214182045,0.3499345
587733410989605051,1237659132214509758,1237659132214509758,0.2861372
587733410989998314,1237659132214903012,1237659132214903012,0.5085144
587733410991702310,1237659132216606982,1237659132216606982,0.7407766
587733410992029781,1237659132216934460,1237659132216934460,0.3032684
587733410992881858,1237659132217786414,1237659132217786414,0.3273934
587733411518480503,1237659132743385210,1237659132743385210,0.8704539
587733411518677151,1237659132743581826,1237659132743581826,0.6334408
587733411518808182,1237659132743712893,1237659132743712893,0.6434495
587733411519004771,1237659132743909466,1237659132743909466,0.7819004
587733411520643236,1237659132745547915,1237659132745547915,0.708591
587733411520708739,1237659132745613429,1237659132745613429,0.764888
587733411521298570,1237659132746203237,1237659132746203237,0.6394686
587733411521691754,1237659132746596432,1237659132746596432,0.5211338
587733411521953915,1237659132746858613,1237659132746858613,0.5480955
587733411522281686,1237659132747186438,1237659132747186438,0.4947052
587733411522478245,1237659132747382942,1237659132747382942,0.8382916
587733411522674830,1237659132747579541,1237659132747579541,0.4195106
587733411522740405,1237659132747644932,1237659132747644932,0.8521188
587733411522871344,1237659132747776035,1237659132747776035,0.5388826
587733411522871451,1237659132747776117,1237659132747776117,0.1912974
587733411523068014,1237659132747972734,1237659132747972734,0.9580612
587733411523068083,1237659132747972809,1237659132747972809,0.2681859
587733411523199022,1237659132748103729,1237659132748103729,0.4851681
587733411523199162,1237659132748103883,1237659132748103883,0.5439251
587733411524575377,1237659132749480074,1237659132749480074,0.2094409
587733411524837540,1237659132749742233,1237659132749742233,0.2828583
587733411524903121,1237659132749807875,1237659132749807875,0.2377924
587733411524968670,1237659132749873354,1237659132749873354,0.2920049
587733411525820651,1237659132750725359,1237659132750725359,0.5670604
587733411526606907,1237659132751511803,1237659132751511803,0.8513034
587733411526672426,1237659132751577102,1237659132751577102,0.4437495
587733411526672511,1237659132751577202,1237659132751577202,0.5817114
587733411526737936,1237659132751642639,1237659132751642639,0.8231158
587733411527327840,1237659132752232544,1237659132752232544,0.6618881
587733411527721109,1237659132752625821,1237659132752625821,0.6782187
587733411528900860,1237659132753805570,1237659132753805570,0.8667639
587733411529097471,1237659132754001983,1237659132754001983,0.3851116
587733410989605024,1237659132214509728,1237659132214509728,0.9999171
587733409912455364,1237659131137360046,1237659131137360046,0.4041734
587733399190700248,1237659120415604959,1237659120415604959,0.9996951
587733398652387469,1237659119877292138,1237659119877292138,0.4221101
587733398652387469,1237659119877292138,1237659119877292138,0.4221101
587733398652387469,1237659119877292134,1237659119877292134,0.2175316
587733398652387469,1237659119877292134,1237659119877292134,0.2175316
587733398646227271,1237659119871132069,1237659119871132069,0.2733546
587733398111977762,1237659119336882512,1237659119336882512,0.7285058
587733398110208175,1237659119335112857,1237659119335112857,0.3403484
587733398109814879,1237659119334719593,1237659119334719593,0.8780304
587733398109290656,1237659119334195344,1237659119334195344,0.5102746
587733397568487598,1237659118793392294,1237659118793392294,0.4187664
587733397573927182,1237659118798831899,1237659118798831899,0.2424811
587733397571436695,1237659118796341385,1237659118796341385,0.4232635
587733410442903680,1237659131667808372,1237659131667808372,0.5885732
587733399189520796,1237659120414425549,1237659120414425549,0.5584899
587733398654157091,1237659119879061841,1237659119879061841,0.5054687
587733398107586718,1237659119332491414,1237659119332491414,0.1838381
587733397578449475,1237659118803354237,1237659118803354237,0.1999823
587733397577859375,1237659118802764072,1237659118802764072,0.616286
587733397572550903,1237659118797455578,1237659118797455578,0.5229173
587733397572550903,1237659118797455578,1237659118797455578,0.5229173
587733397560164521,1237659118785069197,1237659118785069197,0.5536084
587733411516579939,1237659132741484740,1237659132741484740,0.5535016
587733399713808496,1237659120938713192,1237659120938713192,0.2859471
587733398639673428,1237659119864578178,1237659119864578178,0.5582678
587733398639673428,1237659119864578178,1237659119864578178,0.5582678
587733398095003721,1237659119319908427,1237659119319908427,0.6988479
587733397573927107,1237659118798831808,1237659118798831808,0.4249907
587733397573927092,1237659118798831788,1237659118798831788,0.6597111
587733397571502341,1237659118796407029,1237659118796407029,0.587467
587733410994258056,1237659132219162766,1237659132219162766,0.2670682
587733410457977199,1237659131682881987,1237659131682881987,0.3643255
587733410457256213,1237659131682161104,1237659131682161104,0.4533734
587733409916125191,1237659131141029893,1237659131141029893,0.4676633
587733409915076866,1237659131139981568,1237659131139981568,0.39871
587733399711318193,1237659120936222883,1237659120936222883,0.3567829
587733399187947753,1237659120412852474,1237659120412852474,0.5260075
587733399187030023,1237659120411934723,1237659120411934723,0.8884614
587733399187030023,1237659120411934723,1237659120411934723,0.8884614
587733399186440255,1237659120411344959,1237659120411344959,0.9273567
587733399185588458,1237659120410493147,1237659120410493147,0.7146457
587733399185391897,1237659120410296619,1237659120410296619,0.8726782
587733399183884392,1237659120408789254,1237659120408789254,0.9350123
587733399183556852,1237659120408461617,1237659120408461617,0.3597539
587733399182966947,1237659120407871662,1237659120407871662,0.2662066
587733398650618184,1237659119875522985,1237659119875522985,0.7552
587733398646554816,1237659119871459509,1237659119871459509,0.2299358
587733398116434202,1237659119341338969,1237659119341338969,0.5367713
587733398116434200,1237659119341338967,1237659119341338967,0.7938669
587733398115778868,1237659119340683609,1237659119340683609,0.4811134
587733398113812835,1237659119338717593,1237659119338717593,0.6915668
587733398111518804,1237659119336423501,1237659119336423501,0.5568088
587733398096183359,1237659119321088260,1237659119321088260,0.4735064
587733397577793985,1237659118802698751,1237659118802698751,0.4072284
587733397575631041,1237659118800535741,1237659118800535741,0.2104688
587733397573861610,1237659118798766351,1237659118798766351,0.6161857
587733397572616310,1237659118797521048,1237659118797521048,0.2195091
587733397572091987,1237659118796996662,1237659118796996662,0.9673774
587733411516186773,1237659132741091480,1237659132741091480,0.6416535
587733410995044723,1237659132219949413,1237659132219949413,0.6704471
587733410994782474,1237659132219687155,1237659132219687155,0.3500016
587733410458042647,1237659131682947382,1237659131682947382,0.5928115
587733409916518577,1237659131141423283,1237659131141423283,0.1999999
587733409916518547,1237659131141423237,1237659131141423237,0.2763974
587733409916518547,1237659131141423237,1237659131141423237,0.2763974
587733409905508471,1237659131130413174,1237659131130413174,0.2578713
587733399713611908,1237659120938516623,1237659120938516623,0.3862222
587733399188471932,1237659120413376936,1237659120413376936,0.8572751
587733399188340951,1237659120413245667,1237659120413245667,0.7706832
587733399170515042,1237659120395419742,1237659120395419742,0.3118613
587733398116762158,1237659119341666939,1237659119341666939,0.8401915
587733398112108590,1237659119337013467,1237659119337013467,0.6252025
587733397575827484,1237659118800732273,1237659118800732273,0.8922725
587733397572944165,1237659118797848871,1237659118797848871,0.4524496
587733397572616246,1237659118797520986,1237659118797520986,0.6360887
587733397571436705,1237659118796341393,1237659118796341393,0.7325388
587733397570978148,1237659118795882856,1237659118795882856,0.3525403
587733399183753432,1237659120408658140,1237659120408658140,0.5616466
587733398114795807,1237659119339700535,1237659119339700535,0.7332351
587733410994978929,1237659132219883880,1237659132219883880,0.4588218
587733410442838105,1237659131667742862,1237659131667742862,0.7195917
587733409918484620,1237659131143389311,1237659131143389311,0.4257632
587733399716298795,1237659120941203495,1237659120941203495,0.4904126
587733399715250274,1237659120940155006,1237659120940155006,0.5375676
587733399711907855,1237659120936812559,1237659120936812559,0.4663854
587733399711842427,1237659120936747132,1237659120936747132,0.5780968
587733399185260823,1237659120410165354,1237659120410165354,0.245946
587733399182966968,1237659120407871569,1237659120407871569,0.4261247
587733399182508245,1237659120407412965,1237659120407412965,0.8956855
587733399172939871,1237659120397844670,1237659120397844670,0.4404708
587733399172939871,1237659120397844670,1237659120397844670,0.4404708
587733398650880026,1237659119875784762,1237659119875784762,0.4373327
587733398633709633,1237659119858614328,1237659119858614328,0.338049
587733398116302867,1237659119341207802,1237659119341207802,0.3856466
587733398114730489,1237659119339635164,1237659119339635164,0.4900568
587733398114664819,1237659119339569594,1237659119339569594,0.4211753
587733398114664717,1237659119339569458,1237659119339569458,0.920873
587733398114468235,1237659119339372992,1237659119339372992,0.2713465
587733398114468060,1237659119339372951,1237659119339372951,0.7406361
587733398109618454,1237659119334523192,1237659119334523192,0.7873318
587733397578580399,1237659118803485158,1237659118803485158,0.7109677
587733397574975730,1237659118799880450,1237659118799880450,0.2174648
587733397572682025,1237659118797586760,1237659118797586760,0.7228313
587733410458108027,1237659131683012733,1237659131683012733,0.9060795
587733398114730311,1237659119339635021,1237659119339635021,0.5766441
587733399707517050,1237659120932421793,1237659120932421793,0.3392301
587733398114861394,1237659119339766149,1237659119339766149,0.3736847
587733398114730332,1237659119339635049,1237659119339635049,0.3759381
587733398114664766,1237659119339569526,1237659119339569526,0.3706491
587733397573992473,1237659118798897173,1237659118798897173,0.8629262
587733399714529403,1237659120939434152,1237659120939434152,0.5031756
587733398116762243,1237659119341667061,1237659119341667061,0.9481995
587733410993996038,1237659132218900728,1237659132218900728,0.2606288
587733410979381357,1237659132204286054,1237659132204286054,0.6916441
587733410458435812,1237659131683340522,1237659131683340522,0.7524868
587733409915863108,1237659131140767802,1237659131140767802,0.7759833
587733399718985979,1237659120943890673,1237659120943890673,0.5179645
587733399718723753,1237659120943628437,1237659120943628437,0.4866338
587733399717806235,1237659120942710950,1237659120942710950,0.6654188
587733399716757725,1237659120941662492,1237659120941662492,0.6718137
587733399975755924,1237659120932225161,1237659120932225161,0.7186243
587733399188078807,1237659120412983571,1237659120412983571,0.7878497
587733399187226829,1237659120412131731,1237659120412131731,0.3792685
587733398115057707,1237659119339962408,1237659119339962408,0.5782835
587733398112567599,1237659119337472346,1237659119337472346,0.603696
587733397576286468,1237659118801191231,1237659118801191231,0.5748556
587733397576220963,1237659118801125698,1237659118801125698,0.5844504
587733397571174579,1237659118796079271,1237659118796079271,0.1839992
587733399183950038,1237659120408854730,1237659120408854730,0.9137529
587733410458435868,1237659131683340581,1237659131683340581,0.8573995
587733399183229147,1237659120408133873,1237659120408133873,0.7236061
587733410457452555,1237659131682357262,1237659131682357262,0.7745023
587733409920516336,1237659131145421027,1237659131145421027,0.4176009
587733399717544105,1237659120942448859,1237659120942448859,0.1953501
587733399707451535,1237659120932356214,1237659120932356214,0.7156202
587733399185522978,1237659120410427685,1237659120410427685,0.3586125
587733399185522967,1237659120410427664,1237659120410427664,0.835525
587733399185522923,1237659120410427603,1237659120410427603,0.3172707
587733398115909790,1237659119340814477,1237659119340814477,0.9572037
