,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
7976,7976,7977,71389,0.02767744,6.323428e-06,404.62994,4.9101458,110.31806,3.0797252999999998,0.5644114,0.003604289593518403,588015509288255583,0.2850428,43.193512,0.003255692,9.306426,9.242314,9.398444999999999,-0.43229989999999996,-0.6344380999999999,-0.18921152,-0.41182482,0.0,-4.256753704167445,1,8.71645,8.679262,8.73489,8.707075999999999,7.620537302494049,8.795996038913726,7.979545483589172,-0.5104300180745129,7977,73.43859303557856
7977,7977,7978,71394,0.027559059,1.2023142e-05,65.893074,2.065102,25.283525,2.3389525,0.41600212,0.016276423132598056,588015509288386677,0.945821,43.41685,0.010303576,9.176530999999999,9.110930999999999,9.259257,-0.49396822,-0.89291674,-0.17542855,-0.53417265,0.0,-5.0918995608247215,1,8.7063055,8.603975,8.811625999999997,8.707801,7.239125460088253,8.378965969979763,7.3354492205381385,-0.7975648551466539,7978,18.94670522833925
7978,7978,7979,71400,0.031439003,8.022357e-06,882.3019,7.1196594,199.43152,4.421314700000001,0.6458234,0.002315980256056037,588015507678429266,0.5422024999999999,44.884487,-1.0836332,9.831942,9.735375999999999,9.926867999999999,-0.13960005,-0.27499986,0.07522323,-0.09988831,0.0,-3.842613797581765,1,8.936747,8.925349,8.952217,8.938784,7.8297661870718,9.02476380765438,8.332873638868332,-0.8071777851916119,7979,57.16630120143865
7981,7981,7982,71442,0.04300231,1.4052081e-05,56.252235,2.0098825000000002,14.131847,2.0289233,0.59994084,0.016142057107947534,588015509289042032,0.5175157,44.927853000000006,0.028102422000000002,9.255136,9.188236,9.3481865,-0.38892862,-0.95869553,-0.04590621,-0.50230086,0.0,-5.200121849260558,1,8.656539,8.498196,8.776492999999999,8.637344,7.711847949624063,8.895833750367165,8.133743230104448,-0.35930179719775457,7982,58.83424338760685
7982,7982,7983,71449,0.043166902,1.0987326e-05,243.3744,3.607446700000001,50.91411,2.8453918,0.67943674,0.005253075802060197,587731511543201918,0.3357016,44.293606,-0.8390774999999999,10.389223,10.305828,10.487138999999999,0.32480726,0.09144482,0.59999985,0.34572232,0.0,-4.459126873844039,1,9.09774,9.0822315,9.1411295,9.111680999999999,7.9161524301767345,9.119217248558998,8.478755465745929,-1.2700058421310725,7983,70.38479248245966
7988,7988,7989,71470,0.043321304000000005,7.87905e-06,211.07018,2.5380719,46.788821999999996,2.1111007,0.6542848000000001,0.00449538113921983,588015508214841453,0.1999993,43.953587,-0.6538113,9.735391,9.653281,9.83639,-0.15589687,-0.38091606,0.15000005,-0.115458004,0.0,-4.531183081398371,1,8.824405,8.767407,8.847237,8.807322000000003,7.851511872410773,9.04854021847248,8.36959592461586,-0.6868504560883805,7989,78.46308190126359
7989,7989,7990,71477,0.029060835,5.3239532e-06,1204.893,8.8771305,356.37857,4.9870214000000015,0.5290369,0.002031449668991757,588015508751843350,0.5373935999999999,44.169525,-0.24558446,9.688995,9.619463,9.800196000000001,-0.077091865,-0.25816897,0.16690834,-0.045630313,0.0,-4.137497856145103,1,8.988617999999997,8.980262,8.996972999999997,8.988617,7.529624780416489,8.696593631505966,7.8260200572013865,-0.9924017091086988,7990,57.49361445238491
7990,7990,7991,71478,0.04344783,1.4168108999999999e-05,210.24745,3.6055050000000004,47.338223,3.0224886000000004,0.64751875,0.0064646295981764254,587731512616878087,0.8480482,44.091812,-0.1533535,10.435116,10.352172999999999,10.5313835,0.3000002,-0.027844157,0.65763897,0.31489742,0.0,-4.930919686382792,1,9.04834,8.995994999999997,9.108038,9.052016,7.834123197793961,9.029527698755263,8.340231392383577,-1.4055881249428201,7991,31.999988772252948
7996,7996,7997,71502,0.040968634,5.7041020000000015e-06,467.69052,5.066174500000002,129.20003,3.3699105000000005,0.558696,0.003388412439126105,588015509288517759,0.4069487,43.7722,0.14213096,9.525907499999999,9.449192,9.618948,-0.34975073,-0.49051562,-0.16584909,-0.32818234,0.0,-3.7682491707763117,1,8.81273,8.802709,8.828408999999997,8.815559,7.605848647952079,8.779935681223867,7.954740518331528,-0.7459718335279821,7997,65.98669951813805
7997,7997,7998,71509,0.04370426400000001,8.193566e-06,423.6757,4.10999,131.47166,3.103901,0.50820136,0.003439816468716413,587731512616616006,0.2800113,43.508784999999996,-0.20512061,9.433069,9.357239,9.525333999999999,-0.47016796,-0.6329737,-0.269314,-0.45114383,0.0,-3.9155277375162783,1,8.98832,8.980298,8.996344,8.988321000000003,7.476077497005463,8.638045823574066,7.735593905448914,-0.7950234146832645,7998,73.73912087145898
7998,7998,7999,71511,0.04111082,6.584275e-06,569.7744,6.0462812999999995,119.05738999999998,3.7639910000000003,0.6799466,0.003026300385093032,588015509288517640,0.4522758,43.70789,0.040953986,9.858759,9.79733,9.956380000000001,-0.04597534599999999,-0.17661443,0.088981435,-0.0438165,0.0,-3.3992435594355688,1,9.086952,9.052019,9.095984,9.074000999999999,7.917462765574455,9.120649949908255,8.480968250036241,-0.7381089800670217,7999,63.11020906778847
7999,7999,8000,71525,0.043776635,1.1011629e-05,153.26178000000004,2.4041142000000004,49.10729,2.2365708,0.4942879,0.00670308881178465,588015508751384713,0.6313468000000001,43.17465,-0.30255175,9.53858,9.444644,9.637647,-0.78879976,-1.0547222,-0.4987342000000001,-0.7767282,0.0,-4.60464345884288,1,8.966614,8.927959,8.995222,8.961591,7.440319923758508,8.598949021697045,7.675209521055223,-0.9396309208680226,8000,50.850442959058896
8004,8004,8005,71539,0.043705642,6.9063779999999995e-06,167.89943,2.2715917,55.15809599999999,2.2196794,0.48343995,0.006057300140665337,587731512079614070,0.714901,43.309779999999996,-0.5900696999999999,9.307222,9.242447,9.397229,-0.45769215,-0.7222499,-0.16588545,-0.44406769999999995,0.0,-4.649040866242392,1,8.75558,8.71517,8.827656,8.771413,7.412440676987171,8.568466265499591,7.628129392266272,-0.7387560917998653,8005,44.36491365921834
8007,8007,8008,71548,0.05249008,1.0540410000000002e-05,153.28418,2.4114625,34.72975,2.0088425,0.64479566,0.005898338602459896,588015509288124478,0.2354781,42.869915,0.06869792,10.12417,10.019089,10.217595,-0.6296253,-0.8506222999999999,-0.37703866,-0.61383045,0.0,-4.283492710486165,1,8.959308,8.918589,9.002908,8.960749,7.827124836444852,9.02187579393387,8.32841314792633,-1.1022945139974871,8008,76.38019320056591
8008,8008,8009,71550,0.043979199999999996,5.7102116e-06,364.5083,4.014952,77.01680999999998,2.9320424,0.6751219,0.003636667655621367,588015509288124550,0.68125,42.856213000000004,0.2097634,9.66813,9.584321000000001,9.766986,-0.18113375,-0.33776809999999996,0.01854843,-0.15960984,0.0,-3.957222399449525,1,8.949349,8.940086,8.958611999999997,8.949349,7.905063291788101,9.10709254860878,8.460029060840608,-0.5610373653282297,8009,47.05860015884466
8012,8012,8013,71567,0.028323317,5.9342588e-06,2290.215,14.374827,669.3098,7.3046045,0.53424907,0.0015979189026673532,588015508214382750,0.733117,42.91578300000001,-0.7556459,9.349274000000001,9.271775,9.489924,0.12679400000000002,0.03084987,0.31494573,0.1728978,0.0,-3.5392092040287744,1,8.687066,8.67109,8.696083,8.683586,7.543020102977753,8.711239879131316,7.848640952110291,-0.6380337806695882,8013,42.851656365786724
8017,8017,8018,71585,0.028903082000000007,8.876987000000001e-06,309.92505,3.7127209000000003,71.38679,2.9977658,0.6376388000000001,0.004368318351241308,587731512616222814,0.29783790000000004,42.632812,-0.024473086,9.724639,9.64668,9.818403,-0.27732903,-0.48036247,-0.030150615,-0.25525653,0.0,-4.260950101502198,1,9.04243,8.991118,9.06125,9.026183999999999,7.808731734752655,9.001765048503875,8.297352423667908,-0.7228738902529419,8018,72.67221143124156
8018,8018,8019,71587,0.029033734,1.0352150999999996e-05,372.39917,3.5326498,79.074104,2.4900583999999997,0.6729744000000001,0.003032824314258384,587731512616157282,0.5605967,42.47219000000001,-0.15314198,9.314756,9.218435000000001,9.41858,-0.4256097,-0.55285686,-0.25192985,-0.40239334,0.0,-3.73406568053397,1,8.8730755,8.863675,8.8880415,8.875858000000003,7.899544227719308,9.101058085560798,8.450708929300307,-0.2136983066901315,8019,55.9029264269409
8020,8020,8021,71609,0.042039104,3.5533021000000008e-06,1268.4573,9.749103,301.7056,4.5918735999999996,0.62369245,0.0017612569514627462,588015509824929886,0.3046333,42.765182,0.54319847,9.815516,9.725530000000001,9.912022,-0.0051396354,-0.10548439,0.12529938,0.009907495,0.0,-3.3303718132206184,1,8.974708999999997,8.964703,8.990007,8.977355000000003,7.772889603972435,8.96257579267025,8.236825245618821,-0.8529406666672715,8021,72.26389627690767
8021,8021,8022,71610,0.043909557,9.129488e-06,448.66776,4.2055764,113.717804,2.995466,0.5960964,0.0030776135455351174,587731513153159200,0.3707329,42.73144,0.36688432,10.182931,10.111919,10.27915,0.42292765,0.205015,0.7114834,0.4582492,0.0,-4.445903182579729,1,9.129169000000001,9.094313,9.145091,9.119701,7.7019677388668075,8.8850308740139,8.11705836057663,-1.297900061115378,8022,68.239175779843
8022,8022,8023,71615,0.058452893,8.752738e-06,329.8754600000001,4.6799,90.684135,2.9633121,0.5608187,0.00425313205498143,587731514227097706,0.401701,43.255722,1.1774053999999998,10.106421000000001,10.043622000000001,10.197555,0.4908537,0.25072992,0.7717278000000001,0.51122886,0.0,-4.501058634761066,1,8.986485,8.966417999999997,8.996063000000003,8.981241,7.6113039875030495,8.785900468826293,7.963953037261962,-1.3205210100289575,8023,66.31544064906636
8024,8024,8025,71618,0.05874459,6.5701033e-06,285.23764,3.6750629999999997,72.2796,2.4700046,0.59619105,0.0040191771566455035,587731514227163237,0.3509122,43.334286,1.0955427,9.655861,9.563675,9.755302,-0.18340327,-0.31302872,-0.03713431,-0.17508152,0.0,-3.579693268067627,1,8.65965,8.615891,8.6908245,8.653358,7.702210994958878,8.885296846628188,8.11746915102005,-0.7705640465105041,8025,69.45688051201496
8026,8026,8027,71623,0.058911353,7.187507400000003e-06,879.9200400000003,8.347615,229.25473,5.0095849999999995,0.5841249,0.0026954996803707303,587731514227097719,0.6346857,43.277091999999996,1.1624837,9.055197,8.939206,9.195492,0.21538481,0.016919253000000002,0.47869208,0.24780567,0.0,-4.1773613850815545,1,8.769166,8.761797999999999,8.776534,8.769166,7.671201051473617,8.851391032934188,8.065102164745332,-0.20380571315720225,8027,50.603322679761135
8028,8028,8029,71650,0.028488731,8.322439e-06,189.11852,3.0435507,70.69552,2.8895872000000002,0.42734218,0.007131517699168664,588015510362194082,0.3186262,43.566612,0.8512156999999999,9.071883999999999,9.005442,9.185497999999999,-0.37468514,-0.6088581999999999,-0.030740612999999996,-0.31979942,0.0,-4.589675138729034,1,8.418046,8.3188505,8.494655,8.406753,7.268269393444061,8.410831515789031,7.38466504573822,-0.6610526585675432,8029,71.42013638402884
8029,8029,8030,71657,0.043485317,1.0937443e-05,118.36738000000001,2.3090928,32.12743,2.3317897000000003,0.56635606,0.008859070270290486,588015509825257486,0.854611,43.413246,0.58379716,9.541159,9.468655,9.634591,-0.29387072,-0.8754166999999999,0.36726179999999997,-0.25407743,0.0,-5.604895796416933,1,8.786448,8.709451,8.850442,8.779946,7.6255350816249825,8.801460536718368,7.98798531293869,-0.7396981305504424,8030,31.283213721713842
8031,8031,8032,71660,0.029088417000000002,7.987252499999999e-06,188.5903,2.6208196,56.16663000000001,2.664984,0.526041,0.006394861224715946,588015509825257632,0.4178286,43.508858000000004,0.45933324,9.416066,9.337800999999999,9.511984,-0.56517005,-0.84273845,-0.27396303,-0.55835074,0.0,-4.648277552068357,1,8.708588,8.669082000000001,8.736279,8.702681,7.521925296187401,8.688175129294395,7.813017815351486,-0.7278910615056138,8032,65.30242635675776
8032,8032,8033,71669,0.043600045,7.767116999999999e-06,179.88672,2.6719387,52.286815999999995,2.4670419999999997,0.5366069,0.006244259198519782,587731514227359906,0.8801205,43.802353000000004,1.0909739999999999,9.420084,9.352031,9.518766000000001,-0.17548776,-0.42057613,0.10060962,-0.15998325,0.0,-4.550557078556992,1,8.756521000000001,8.712189,8.81893,8.765559,7.549079753160478,8.717865411043169,7.858873980045319,-0.7022185975360001,8033,28.343097318460845
8033,8033,8034,71674,0.032197132999999996,5.3503827e-06,734.7037,5.878111,219.74552999999997,4.004733,0.52419215,0.002585331818684872,587731514227294367,0.6802696,43.774433,1.2041796,9.139082,9.064533,9.239253,-0.513063,-0.638537,-0.31868309999999994,-0.47861004,0.0,-3.7539940963608576,1,8.791533,8.770181,8.807736,8.788959,7.517173836827277,8.682979953885079,7.804993950128554,-0.4561019783011615,8034,47.13528586801963
8034,8034,8035,71675,0.043477762,6.5389279999999984e-06,498.61514000000005,4.4119754,157.0821,3.440584,0.5016387,0.0032320532288812108,587731514227294318,0.4392557,43.710567,1.057442,9.794577,9.750921,9.853936000000001,0.5399741,0.29409465,0.81532264,0.55470866,0.0,-4.474648328245074,1,8.755372999999999,8.74115,8.772086999999999,8.7566185,7.4592114859819425,8.619604776501655,7.707112003564832,-1.1749718566386846,8035,63.94359848779352
8035,8035,8036,71685,0.03451312,7.3673496e-06,137.4386,2.294708,48.71534000000001,2.396293,0.45044300000000004,0.007996385775305998,587731513690423453,0.3637184,43.741627,0.8102732,9.103757,9.039713,9.193854,-0.6609334,-0.9670519000000001,-0.36877936,-0.66791564,0.0,-4.776668359038943,1,8.580761,8.49634,8.663163,8.579752000000001,7.327638508975506,8.475744828879831,7.484922618269921,-0.6280120979154352,8036,68.67126788418717
8036,8036,8037,71691,0.04330604,6.8186220000000004e-06,194.6826,2.4119632,60.68999,2.1354587000000005,0.5062101,0.005050413081788996,587731513690423407,0.404634,43.65746,0.68061996,9.316407,9.264739,9.392174,-0.14434218,-0.4074163,0.13244679999999998,-0.13748476,0.0,-4.602612443602252,1,8.625387,8.593416,8.681606,8.637511,7.470959928035736,8.632450349330902,7.726951785087586,-0.6839568670718864,8037,66.13180626660021
8037,8037,8038,71723,0.041089073,9.593013e-06,86.003876,2.3750259999999996,28.712137,1.8745474999999998,0.47645249999999995,0.010277876119688324,587731513153683619,0.4166719,44.064384000000004,0.26169148,9.4047365,9.325372,9.498161999999999,-0.57996374,-1.0741667,-0.23580644,-0.65498656,0.0,-5.101318136534976,1,8.764849,8.704458,8.827475,8.765966,7.394482924044132,8.548831523954869,7.597803848385812,-0.8559050092569503,8038,65.37535180324357
8038,8038,8039,71731,0.05955979,6.7534169999999986e-06,113.9066,2.2508535,35.19126,1.9842544999999998,0.5101141,0.008016559282766702,587731514227359944,0.26681320000000003,43.872894,1.1649542,9.632766,9.556061999999999,9.736528999999999,-0.010362635,-0.25934777,0.30366679999999996,0.022159517000000004,0.0,-4.65328071748686,1,8.536767999999999,8.452451,8.586751,8.519601,7.480993169546129,8.643420547246933,7.743895080089568,-0.9893452294205484,8039,74.52527867950573
8039,8039,8040,71733,0.022906851000000002,1.4946155000000001e-05,231.86139,3.1976123,53.478405,2.7208004,0.63705003,0.005280185451868596,588015510362390600,0.35541880000000003,44.113014,0.8757318000000001,10.437952000000001,10.344403,10.533603999999999,0.036363777,-0.26837340000000004,0.33399996,0.03281328,0.0,-4.771616042687922,1,9.160482,9.112978,9.228758000000001,9.170867999999999,7.8072185838222525,9.00011059165001,8.294797141551971,-1.4378414674917042,8040,69.18088615788362
8040,8040,8041,71760,0.042735133,1.0655661e-05,110.78447,2.8307450000000003,30.373358000000003,2.7894754,0.5619860999999999,0.011350578634201802,587731513690882247,0.6233105999999999,44.692265,0.6665456,9.453678,9.366347,9.552149,-0.52179044,-0.8931298000000001,-0.20226229999999998,-0.54769605,0.0,-4.8771952347416825,1,8.581061,8.2794075,8.706872,8.493139,7.614304248094559,8.789180909395219,7.96901962518692,-0.6644972052826705,8041,51.44170286711499
8041,8041,8042,71772,0.031773902,9.511268e-06,164.55655,2.5732737,51.631207,2.5233097,0.5034029000000001,0.006992070575863218,588015509825781943,0.7391837,44.68033,0.5504708,9.154809,9.087413,9.243552000000001,-0.690419,-0.95610315,-0.38947377,-0.67278844,0.0,-4.6570242429960285,1,8.807839999999997,8.766488,8.847012,8.806749,7.463745424151421,8.62456211745739,7.714768537282944,-0.5302468588123347,8042,42.338074313086
8043,8043,8044,71793,0.04065303,8.429774e-06,174.7528,3.2581757999999996,47.837986,2.5901513,0.5626513000000001,0.0068079753238793365,587731513691013278,0.7706388000000001,45.04851,0.77894133,9.363313,9.302614,9.443961,-0.21339272,-0.47087145,0.08068668,-0.19509238,0.0,-4.620975644074411,1,8.730472,8.692459,8.766039,8.729249000000001,7.616013780832289,8.791050087213517,7.971906540393831,-0.5722626400422067,8044,39.58871276286171
8044,8044,8045,71804,0.031415652,7.2629044999999985e-06,957.3778699999999,9.907312,206.87878,5.1149683,0.6653674,0.00251533905520496,588015507678429266,0.892023,44.884487,-1.0836332,9.830639,9.734863,9.926618,-0.06708923,-0.1895832,0.10978715,-0.039898023,0.0,-3.6760870063302686,1,8.949216,8.941771000000003,8.956660000000003,8.949214999999997,7.879994280934333,9.079682462811473,8.417694622278214,-0.7509564143415729,8045,26.87143266540756
8049,8049,8050,71856,0.04317735,1.29975515e-05,241.89943,4.1923375,51.396,2.9591272,0.67270553,0.005548144126837659,587731511543201918,0.9079299,44.293606,-0.8390774999999999,10.389325,10.305922500000001,10.48728,0.38177340000000004,0.15051029999999999,0.6402174,0.39536387,0.0,-4.385299557574051,1,9.131092,9.086721,9.189523,9.138123,7.8988532149791695,9.100302542448043,8.449542005062103,-1.289022608217181,8050,24.779171533465863
8053,8053,8054,71871,0.043326538,7.450955799999997e-06,211.22241,2.9992962000000003,51.92495,2.3122995,0.6093639,0.0049901723019043324,588015508214841453,0.5837343,43.953587,-0.6538113,9.735536999999999,9.653404,9.836578999999999,-0.20431529999999998,-0.470616,0.11354158,-0.17853722,0.0,-4.708968774798668,1,8.775989,8.747447,8.842812,8.79513,7.736065257787704,8.922312597036361,8.174639384746552,-0.8132239641564867,8054,54.286375650579714
8056,8056,8057,71890,0.043431300000000006,1.551796e-05,211.69655,4.03284,52.9682,2.8158689999999997,0.6016986,0.0061364401818067,587731512616878087,0.9682657,44.091812,-0.1533535,10.43458,10.351867,10.530777,0.28164995,-0.053378113,0.6509090999999999,0.2987655,0.0,-4.972180687505611,1,9.047067,8.996014,9.113164999999999,9.054589,7.716365343928338,8.900773002505302,8.141371825933456,-1.533806855830382,8057,14.472959118293685
8057,8057,8058,71895,0.029040305,7.293575e-06,1143.2455,10.904024,333.8958,5.7675138,0.53452855,0.002502764245529785,588015508751843350,0.6028694,44.169525,-0.24558446,9.687594,9.618694999999999,9.799367,-0.07660025,-0.25659022,0.15953618,-0.048527017,0.0,-4.136343738300115,1,8.958333999999997,8.926875,8.99235,8.959612,7.543738382458688,8.712025235295295,7.849853922128677,-0.9755691615877908,8058,52.924319116094786
