,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Z,Z err,H alpha flux,H alpha flux error,H beta flux,H beta flux error,BDec,BDec Err,objid,expAB_r,RA,DEC,StarMass,StarMass P16,StarMass P84,SFR,SFR P16,SFR P84,SFR err,SFR FLAG,SFR ENTROPY,GALAXY CLASS,12+LOG OH,12+LOG OH P16,12+LOG OH P84,12+LOG OH err,MDust_MCMC,MH2_MCMC,LCO_MCMC,GasFrac,NUMID,Inclination
7857,7857,7858,70891,0.022304752999999997,1.1258376e-05,86.246574,1.864132,27.911514,1.9545323000000001,0.48995847,0.010300200068933904,588015510360883334,0.6071538000000001,40.560103999999995,0.8778005999999999,9.07997,9.019439,9.165676,-0.6025423000000001,-0.9659663,-0.27077913,-0.6183727,0.0,-5.035170451727999,1,8.676162,8.588857,8.746112,8.667484,7.42919325530529,8.58678328692913,7.656419738531112,-0.4931870786608525,7858,52.61601252022596
7861,7861,7862,70898,0.022027085,6.637499e-06,773.783,6.6707463,186.60488999999998,3.605797,0.61769617,0.0022160745709008623,587731513152176168,0.5699665,40.55686,0.3829387,9.776268,9.6889925,9.867074,-0.41388333,-0.5920251999999999,-0.16502467,-0.37852496,0.0,-4.200069617554785,1,8.895380000000003,8.8676195,8.951336999999997,8.909478,7.757479146718977,8.945726226568222,8.210801360607148,-0.8305417925776645,7862,55.252110270013155
7862,7862,7863,70900,0.044473708,1.1494386e-05,64.1828,1.6294790000000001,14.540617999999998,1.4955136999999998,0.6448358000000001,0.010423169679305393,588015509287207078,0.6201151,40.78999,0.09224535,9.642281,9.556083000000001,9.739299,-0.40201873,-0.7308724,-0.009731532,-0.37030196,0.0,-5.000685822645232,1,8.576144000000001,8.475644,8.670656,8.573151,7.827228082418443,9.021988681554797,8.328587501049043,-0.6202918978897733,7863,51.67545982748492
7864,7864,7865,70909,0.04528433,6.787893e-06,112.54503000000001,3.0371666,41.235146,2.1516938,0.43605879999999997,0.009347717943066592,587731513689243785,0.6035169,41.039184999999996,0.78247297,9.192371000000001,9.141819,9.265155,-0.24343161,-0.53882957,0.05491342,-0.24195807,0.0,-4.7597719309059165,1,8.481717,8.304936999999999,8.579934,8.442436,7.290671088993549,8.435325198471546,7.422495146393776,-0.7570461837969578,7865,52.87780551832885
7865,7865,7866,70916,0.022608297000000003,9.981236e-06,948.1980599999999,8.646728999999999,184.07852,3.6333589999999996,0.71189594,0.0018331771936843726,588015509287338084,0.5577366,41.006256,0.17628033,9.737561999999999,9.649691,9.825758,-0.021065256,-0.13728145,0.12782873,-0.0047263578,0.0,-3.497213672996607,1,9.129423,9.122204,9.1366415,9.129423,7.9995725727081295,9.210427598953249,8.61962839126587,-0.5271345681441388,7866,56.10058737316752
7866,7866,7867,70918,0.04419495,8.681852e-06,107.893906,1.9136945,29.324228,1.6961793,0.5657703000000001,0.007141238138671057,588015509824274608,0.7070299,41.17375,0.46429960000000003,9.184105,9.1281395,9.275324000000001,-0.29817045,-0.5096014,-0.036956344,-0.27327890000000005,0.0,-4.380975144975459,1,8.672966,8.605767,8.7184105,8.662088,7.624029743075369,8.799814621806144,7.985443223714827,-0.3842902870322064,7867,45.00622922618884
7867,7867,7868,70919,0.028218677,7.346369999999997e-06,103.77988,1.8474799,31.580571999999997,1.8818035,0.5166932,0.008218828251267223,588015509824143495,0.6255562,40.8883,0.54593897,9.126456,9.068517,9.204111,-0.48481369999999996,-0.79198873,-0.17978719,-0.48588794,0.0,-4.797345581628621,1,8.447303,8.324516000000001,8.53467,8.429592999999999,7.497901459336281,8.661907821297646,7.772448378801348,-0.4645484583215514,7868,51.27697729222041
7869,7869,7870,70923,0.027310591000000002,1.3382363e-05,116.95361000000001,2.3061962000000005,21.394217,1.9733669999999999,0.7377173,0.0074934645984150545,588015509287272615,0.9499889,40.968998,0.15268087,10.051078,9.96774,10.151036,-0.2543103,-0.66374046,0.24083333,-0.21145356,0.0,-5.279381352375894,1,8.915702,8.860781,8.968676,8.914728,8.065933386087417,9.282985531091688,8.731692955493926,-0.7680923069752619,7870,18.196909004798048
7870,7870,7871,70931,0.02348515,1.3949313e-05,121.89091499999999,2.7208467,28.682812,2.380303,0.6283496000000001,0.008782409273032553,587731511542546548,0.5579504,42.812565,-0.97327805,9.69553,9.60422,9.789489999999999,-0.8121449000000001,-1.1507633,-0.48288590000000003,-0.81682456,0.0,-4.904602483070558,1,8.858865,8.796534,8.935089,8.865811,7.784858477711677,8.975662382245066,8.257037273645402,-0.7198675739002456,7871,56.085827575097376
7873,7873,7874,70951,0.02877938,1.0317407000000001e-05,358.28232,4.8435283,107.8446,3.5112533999999997,0.5214270000000001,0.004608500214113171,588015508751515701,0.808843,43.39403,-0.22437179999999998,9.352155999999999,9.278222,9.444342,-0.5367940999999999,-0.73328567,-0.30237043,-0.51782805,0.0,-4.195770775263063,1,8.9322,8.921863,8.9481535,8.935008,7.510067327618597,8.675209801793097,7.7929930746555325,-0.6769459089052986,7874,36.01695706620996
7875,7875,7876,70954,0.043312505,9.5528785e-06,191.89531000000002,3.0967298,50.99184,2.472252,0.57556367,0.005896962342183979,588015508751384725,0.6630801,43.227306,-0.401095,9.783342,9.717075999999999,9.872891000000001,0.031092556,-0.20955041,0.31520626,0.052827924000000005,0.0,-4.5313215045813084,1,8.96846,8.943372,9.0101385,8.976755,7.6491986298561105,8.82733391046524,8.02794632434845,-0.9560084355748381,7876,48.46479605827812
7876,7876,7877,70955,0.023736108,1.2119786999999995e-05,2284.673,23.887346,569.7861,10.869852999999999,0.6031122,0.002356233205662907,587731511542349882,0.8714373,42.366467,-0.87303346,10.81436,10.721492,10.905308,0.31160507,0.06449590000000001,0.58508766,0.32479179999999996,0.0,-4.462657164716138,1,9.090857000000002,9.082383,9.09933,9.090857000000002,7.719998407363891,8.904745340347288,8.147507038116455,-1.909614327479576,7877,29.37390497211968
7877,7877,7878,70960,0.024541346000000002,1.218201e-05,252.01917999999998,3.7847129999999995,71.75828,2.9386822999999995,0.5455616,0.005393870961906957,588015508214186143,0.2910748,42.408,-0.8138604,9.346076,9.257896,9.441178,-0.96576566,-1.1941407,-0.6944133000000001,-0.944277,0.0,-4.479326168395126,1,9.03246,9.01487,9.083521000000001,9.049195,7.572093341946601,8.74302812874317,7.897737394571305,-0.6030478606267212,7878,73.07768631399388
7878,7878,7879,70964,0.043929867000000004,7.6488595e-06,699.41125,8.038912,173.34738000000004,4.670271,0.60581535,0.003152848675674054,588015508214186162,0.5872523000000001,42.440163,-0.8241045,9.947268,9.85975,10.041966,-0.017651414,-0.16213995,0.17845206,0.008156054,0.0,-3.860126869961981,1,8.9894,8.9678,9.01119,8.989495,7.726945452094077,8.912341136336329,8.159238623380661,-1.0349263744457595,7879,54.037735443617684
7879,7879,7880,70965,0.021289626000000002,5.911804e-06,2376.2929999999997,21.424104999999997,610.5196,8.318574,0.59020036,0.001823002250962884,587731511542415432,0.5872523000000001,42.547764,-0.99908805,9.146887,9.078966000000001,9.246997,-0.24210523,-0.35189724,-0.10873889,-0.23031807,0.0,-3.398865936011688,1,8.731097,8.720949000000001,8.745028999999999,8.732989,7.686814936995506,8.868463024497034,8.09146958231926,-0.2784237825862658,7880,54.037735443617684
7880,7880,7881,70966,0.02341874,1.3580654e-05,234.63248,4.492061,50.027798,3.192602,0.67117673,0.00616956376490896,587731511542415463,0.4650593,42.473354,-1.0036392,10.474769,10.38227,10.568089500000001,-0.34981263,-0.77384603,-0.0034682262,-0.38865712,0.0,-4.979283591972536,1,9.079868,9.046142,9.128592999999999,9.087368,7.894924200177193,9.096006615757943,8.442907015085218,-1.3787620226027058,7881,62.28594008956131
7881,7881,7882,70969,0.023185095,1.0963187e-05,1068.461,13.1083,200.36033999999998,5.7612324,0.72694695,0.002545992691612782,587731511542415491,0.8987854,42.542118,-0.8671308000000001,10.514996,10.425313000000001,10.609592,0.16687742,0.0026255788,0.36559823,0.18411191,0.0,-3.997773929802332,1,9.052336,9.043622000000001,9.064946,9.054283999999999,8.038253661394121,9.252720929384234,8.684949762821198,-1.2622746588282696,7882,26.001130061679323
7883,7883,7884,70972,0.023698677999999997,5.8415153e-06,1052.1049,9.138949,300.8404,4.894294,0.54372287,0.002290236843155855,588015508214186111,0.7331641,42.387463000000004,-0.78446174,9.402685,9.31766,9.533237,-0.11439728,-0.30439368,0.17378063,-0.06530652,0.0,-4.328293643003007,1,8.756796000000001,8.744375,8.772241000000001,8.758308,7.567367770671844,8.737861258983612,7.88975724697113,-0.6648239283839928,7884,42.847688240691156
7886,7886,7887,70983,0.028868408999999998,9.784143000000001e-06,425.62302,5.5598965,102.14224,3.4328953999999996,0.6198197,0.003758117193107375,588015508751122662,0.519551,42.574905,-0.35562962,9.969405,9.887383999999999,10.068242999999999,-0.09027764,-0.30169725,0.16212133,-0.06978796400000001,0.0,-4.2594128290688005,1,8.950342,8.927014999999997,8.991493,8.959254,7.76293663084507,8.951693359017373,8.220017501115798,-1.0177117931381383,7887,58.69786171622815
7888,7888,7889,70990,0.023073021000000003,1.1393215e-05,186.9637,3.3410156000000004,47.84314000000001,2.6354919999999997,0.5919376000000001,0.006435998850249143,587731511542284421,0.7215446999999999,42.22801,-0.96678066,9.392249000000001,9.327380999999999,9.485362,-0.38901874,-0.62228465,-0.12673801,-0.37451133,0.0,-4.4338052324842945,1,8.906252,8.839928,8.935102,8.887514999999997,7.691279636025428,8.873344660401344,8.099009190797808,-0.518904441204788,7889,43.81783857268035
7891,7891,7892,70999,0.024943879,1.2291906e-05,81.53224,2.012555,27.049225,2.1641667,0.47917455,0.012063941347424384,587731511542284452,0.7308306,42.27912,-0.90232885,9.505528,9.42272,9.592882000000001,-0.67681813,-1.2805555,-0.2956393,-0.7880974000000001,0.0,-5.2911096330396745,1,8.783361,8.70447,8.846706,8.775588,7.401478604674339,8.556480497717857,7.609617565870286,-0.9490479509443228,7892,43.04392855431048
7892,7892,7893,71004,0.024420312000000003,1.7548784e-05,117.58441,3.0294735,33.02402,2.7879252,0.5515198,0.010765977633995996,588015508214186147,0.7187932,42.416645,-0.6369286999999999,9.542297,9.4686775,9.635449000000001,-0.45749983,-0.7409871,-0.15706815,-0.44902763,0.0,-4.649166467015159,1,8.871058,8.806536999999997,8.952517,8.879526,7.587405914664267,8.759770669341087,7.923595980405808,-0.7825266850301246,7893,44.04506552891697
7895,7895,7896,71011,0.021890424,9.075902e-06,328.16504,4.5853004,95.35571999999999,3.1075907000000003,0.53674555,0.004474648883898722,588015508214186136,0.7381946,42.397358000000004,-0.7237541999999999,9.609777000000001,9.544651,9.6995125,-0.14002702,-0.38560890000000003,0.14839455,-0.11860718,0.0,-4.510063232922981,1,8.649118,8.570139999999999,8.674369,8.622254,7.549436058998108,8.718254990577698,7.859475679397581,-0.8915224709351491,7896,42.42215056065259
7896,7896,7897,71015,0.021918405,9.431053e-06,2779.374000000001,23.356993,661.6529,9.145258,0.62331676,0.0016724012106845865,587731512079220798,0.5967064000000001,42.4204,-0.5233638,10.293691,10.205486,10.387487,0.2289734,0.105057016,0.39973759999999997,0.2523973,0.0,-3.670029707332792,1,9.169977000000001,9.163147,9.176806,9.169977000000001,7.7719240856170675,8.961520109176638,8.235194759368898,-1.332170594937966,7897,53.36562668074067
7897,7897,7898,71024,0.02359632,7.79843e-06,335.35352,4.405953,92.395325,3.1450765,0.55985284,0.004365840135678577,587731511542087828,0.2394695000000001,41.808422,-0.85000557,9.075834,9.006919,9.168712,-0.73865974,-0.9245761999999998,-0.5175233,-0.7210498000000001,0.0,-4.1115378056471314,1,8.81452,8.793412,8.834842,8.814127000000003,7.608821794986722,8.783186476230622,7.959761319160463,-0.2926478215038918,7898,76.14476805148098
7898,7898,7899,71028,0.028524892000000007,6.7321109999999996e-06,246.57133,3.3595655,76.75371,2.6757522000000002,0.5068431999999999,0.00506005900956645,587731511542087819,0.3064886,41.796043,-1.0439105,9.065402,9.016029,9.123004,-0.35078466,-0.57330805,-0.08919588,-0.33125198,0.0,-4.409979255750737,1,8.659427,8.610419,8.689653999999999,8.650037,7.472587047815321,8.634229418039322,7.729699528217315,-0.4311726171004653,7899,72.15225591801597
7900,7900,7901,71034,0.043320835,9.421467000000001e-06,455.36295,5.733184,102.50805,3.2013376,0.6475996999999999,0.003292000542236107,588015508213924056,0.1867855,41.838177,-0.7481773,10.024392,9.956699,10.112978,0.29023877,0.09137376,0.5441178000000001,0.31774577,0.0,-4.275915045319744,1,9.01947,9.005047,9.038344,9.021696,7.834331221580506,9.029755148887633,8.340582685470581,-0.9946369730355302,7901,79.234751228262
7901,7901,7902,71035,0.045775563,1.4220296e-05,274.96802,4.8624954,62.009871999999994,3.075095,0.6468213,0.005156486928616608,588015508213989555,0.6771212,42.032784,-0.7523044,10.495137,10.417853,10.589006,0.51015836,0.27724025,0.79004437,0.5336423,0.0,-4.4342545945761085,1,9.114828999999999,9.089595,9.154309,9.121952,7.832330792546272,9.027567909359933,8.337204529047012,-1.4675693102111569,7902,47.38090901928019
7902,7902,7903,71046,0.024504274,6.9768007e-06,346.1181,3.9946516000000014,100.69055999999999,2.9257107,0.5362355999999999,0.003950049172557287,587731512079155348,0.9430542,42.14232,-0.54983777,9.155375,9.096621,9.237237,-0.40774462,-0.65991384,-0.114921466,-0.38741764,0.0,-4.5734889761141435,1,8.671416,8.647587,8.720647,8.684116,7.548125417232512,8.716821954250335,7.8572623777389525,-0.4385525666821885,7903,19.429037081048037
7903,7903,7904,71049,0.021699877000000003,1.0224649e-05,2275.672,26.397509999999997,557.9153,12.080406,0.6105414,0.002615442738048811,588015508750925900,0.218969,42.16121,-0.27151287,10.732635499999999,10.640791,10.827025,0.1713237,-0.033639517,0.40103632,0.18369839999999998,0.0,-4.2583086440618265,1,9.053761,9.041285499999999,9.09047,9.065878,7.739091406464577,8.925621343255044,8.179749690294264,-1.8070141520926943,7904,77.3515153695366
7905,7905,7906,71056,0.021976537999999997,1.500325e-05,399.69802999999996,6.1778207,86.85479000000002,3.5403907,0.66293824,0.004114095035151466,588015508750794944,0.7179945,41.868603,-0.26819515,10.213942999999999,10.119661,10.305188000000001,-0.44419628,-0.7279069,-0.16115886,-0.44453287,0.0,-4.578375455925082,1,9.096755,9.067789999999999,9.133650999999999,9.100719999999999,7.873751269578934,9.072856446504591,8.40715194940567,-1.141086076558883,7906,44.11085009199744
7907,7907,7908,71067,0.043153923,5.5381742999999984e-06,629.48083,6.0405006,142.74838,2.9571242,0.6444113,0.0022484538192118807,587731512079024247,0.7140186,41.870632,-0.49023223,9.736385,9.647431,9.831177,-0.18161426,-0.28819948,-0.052298587,-0.17024903,0.0,-3.385835734656496,1,9.004669,8.987991000000003,9.041464,9.014728,7.826137106418607,9.02079582452774,8.32674515247345,-0.7155895290672378,7908,44.437172496287005
7916,7916,7917,71094,0.037567087,1.2621846499999999e-05,206.77452,3.490962,37.615368,2.2603447,0.74013174,0.0049312828079597255,587731511542087783,0.4077589,41.711135999999996,-0.89943653,10.304655,10.208264999999999,10.40345,-0.06416017,-0.30043262,0.21468943,-0.042871594000000006,0.0,-4.471615846617127,1,9.018989,9.001415,9.083749000000001,9.042582000000001,8.07213856101036,9.289770177602769,8.742171733379365,-1.0148848821412328,7917,65.93587005801842
7919,7919,7920,71108,0.04238053,8.282676e-06,535.43616,6.420634,92.6023,3.1433169999999997,0.7620859,0.0027039711506451607,587731512078893196,0.5858981,41.57438300000001,-0.6071092,10.33732,10.234342999999999,10.434078,0.44130784,0.29494837,0.6097014000000001,0.45232487,0.0,-3.7473435886084387,1,9.13613,9.124091,9.187978,9.156034,8.128560800552368,9.351461420059202,8.837452869415284,-0.9858588958899404,7920,54.13353797374088
7922,7922,7923,71116,0.054262076,1.4755839e-05,114.90866000000001,2.8792665,25.35726,2.0412066,0.6562504,0.008079798143995268,588015508213661896,0.8664548000000001,41.25757,-0.72967845,10.292391,10.202289,10.387934,-0.13343562,-0.45439544,0.22518528,-0.11460508400000001,0.0,-4.903502590814228,1,8.941446000000003,8.870261,8.979722,8.924992,7.856563572287557,9.054063672423363,8.378126810789109,-1.2383271319869666,7923,29.950758161945654
7925,7925,7926,71126,0.054020133,8.0706295e-06,125.03065500000001,2.440475,39.431816,1.9706361000000001,0.50116974,0.0073485740990217015,588015508213792952,0.7673982,41.489388,-0.7534116999999999,9.272835,9.216262,9.336172999999999,-0.29021457,-0.5391507,-0.039024199999999995,-0.28908744,0.0,-4.5601533670462775,1,8.704588000000001,8.661503,8.755104,8.708302999999999,7.458006234765053,8.618286972641945,7.705076676607133,-0.6545478097346377,7926,39.879179066749465
7926,7926,7927,71131,0.052198905,6.2234403e-06,414.2521,4.554856299999999,137.6416,3.0672479,0.47851499999999997,0.003585781280306065,588015508213661912,0.5750422,41.27794,-0.745301,9.251786,9.170246,9.379593,-0.18632993,-0.38193387,0.14939399,-0.11626994,0.0,-4.411921954375817,1,8.597598,8.576386999999999,8.619908,8.598148,7.399783547818661,8.554627147614955,7.606755096316338,-0.6971590843642502,7927,54.89741245943883
7931,7931,7932,71146,0.042639047,1.3972652000000001e-05,108.37461,3.4308724,24.444149,2.6299322,0.64675266,0.010985808812301705,587731512078893156,0.3319165,41.534714,-0.5554585999999999,10.083507,9.990437,10.174853,-0.5349833,-0.8736702,-0.20214577,-0.5379079999999999,0.0,-4.735157114591536,1,9.047187,8.968798,9.143656,9.056227,7.832154324650763,9.027374961972237,8.336906524896621,-1.056131639015865,7932,70.61485941254786
7932,7932,7933,71147,0.041281287,1.2023442e-05,163.62001,3.218028,43.200832,2.2461029999999997,0.5783443,0.006374104615323159,587731512078827698,0.4602954000000001,41.479706,-0.5011339,9.750639,9.665864,9.849565,-0.3711584000000001,-0.59964275,-0.108636335,-0.35413954,0.0,-4.404128278100188,1,9.068273,9.040975,9.108376,9.074675,7.65634481370449,8.835147442221643,8.040014199018483,-0.9154915144764108,7933,62.59382923368129
7934,7934,7935,71150,0.05452587,1.2221802499999999e-05,58.89901700000001,1.7797134,16.205593,1.3607022,0.5604431,0.010663099863959486,587731511541891328,0.5635884,41.245064,-0.8986424000000001,9.575161,9.495642,9.671496000000001,-0.26238665,-0.6448599,0.054062627,-0.29539865,0.0,-4.982329606305734,1,8.966201,8.903064,9.018857,8.96096,7.610338775515556,8.784845120310784,7.962323068380357,-0.7903158751476442,7935,55.69567539998084
7936,7936,7937,71159,0.043369178,1.02536e-05,690.043,7.296575999999999,171.71976999999995,3.8834887000000013,0.6040559,0.002698134892737021,587731511541891099,0.1999905,41.24309,-0.94640756,9.577905,9.479372999999999,9.746815,0.6746698,0.18076944,1.0202326,0.6005010000000001,0.0,-4.8955265832010335,1,9.131027,9.123467999999999,9.138586,9.131027,7.722423615455628,8.907397027015687,8.15160252571106,-0.6705076755498947,7937,78.46359650060566
7937,7937,7938,71175,0.053543534000000004,6.955277e-06,357.62863,4.4696107000000005,88.21746999999998,2.8086216,0.60787773,0.0036640944205119045,588015508213727422,0.2543647,41.361694,-0.6940875,9.935448,9.8506365,10.030304,-0.08667836,-0.23950100000000002,0.13018867,-0.054656163,0.0,-3.974817333525917,1,8.865483,8.845015,8.876749,8.860882,7.732245769500732,8.91813642501831,8.168189353942871,-1.0173112615933868,7938,75.26405608719294
7938,7938,7939,71176,0.030295191000000006,7.787275499999999e-06,695.9803,7.124291,171.63641,3.9836072999999996,0.6079875,0.002716813800874667,588015508750401750,0.1769343,40.95993,-0.36804283,9.728418,9.645292999999999,9.818804,-0.24137612,-0.39559126,-0.025744561000000003,-0.21066791,0.0,-3.950745396393381,1,8.989778999999997,8.98277,8.996789999999997,8.98978,7.73252793431282,8.91844493985176,8.168665850162506,-0.8099733941506944,7939,79.8087578900116
7939,7939,7940,71180,0.05301054,1.1200698e-05,100.88355,2.6980257,27.850616,2.1572766,0.55898553,0.00982483711911313,588015510361079982,0.5273484,41.09832,1.0151806,10.039139,9.948567,10.134656,-0.30684906,-0.6597485,0.07226029,-0.2937441,0.0,-5.006137259864903,1,8.848362,8.77375,8.908656,8.841204,7.606592815518379,8.780749343037607,7.955997205972673,-1.2583894361260168,7940,58.17352865320408
7941,7941,7942,71194,0.044211312999999995,9.102562000000001e-06,109.589096,2.1208868,30.014961,1.8596158999999999,0.56242955,0.007720704000554695,588015509824274608,0.492729,41.17375,0.46429960000000003,9.184374,9.128546,9.275511,-0.2978258,-0.51379305,-0.033762727,-0.2737779,0.0,-4.415218110770635,1,8.529900999999999,8.301872,8.609933,8.455902,7.61544393658638,8.79042702794075,7.970944235324858,-0.3939468442206452,7942,60.4798908019896
7942,7942,7943,71210,0.024839302999999997,5.5822748e-06,435.8888,4.804894,126.19718,2.9953947,0.538326,0.0032905771423233305,587731513689374852,0.4401535,41.294309999999996,0.7577056999999999,9.224103999999999,9.149258,9.322196,-0.6568453000000001,-0.84152764,-0.43612158,-0.6388246,0.0,-4.0693920682860085,1,8.588998,8.561027000000001,8.612149,8.586588,7.553497884273527,8.722696130275725,7.866334948539734,-0.5014077979963695,7943,63.886324550465304
7943,7943,7944,71211,0.025324384,1.4700133e-05,243.50947999999997,4.304608999999999,59.009205,2.8837645,0.6155961,0.005469274209518808,587731514226245720,0.343527,41.24961500000001,1.055153,10.413223,10.327022999999999,10.511692,-0.06249976,-0.3249998,0.258,-0.03349991,0.0,-4.669042554448047,1,9.099289,9.053525,9.120171000000001,9.086847,7.752082017064093,8.939825084805488,8.201687141656876,-1.4733981819790034,7944,69.90809571901025
7946,7946,7947,71223,0.036302615,7.951255e-06,168.84222,2.677041,45.79012,2.1002077999999997,0.5667093000000001,0.0057158062847806465,588015509287534803,0.3870659,41.57804,0.026400087000000003,9.190124,9.131919,9.266844,-0.39494959999999996,-0.6700957,-0.10605377,-0.38807473,0.0,-4.644654693754196,1,8.661912,8.604289999999999,8.695936,8.650113000000001,7.626442849636077,8.802453076839447,7.989518275260925,-0.3876704866888152,7947,67.22794611729447
7953,7953,7954,71271,0.028315088,6.7924515999999995e-06,471.51532000000003,5.51778,146.38362,3.4853883000000003,0.5080032999999999,0.003577033692927105,588015509824536614,0.9007222,41.81834,0.46907693,9.468014,9.404283,9.573511,-0.019248717,-0.22683276,0.24285716,0.008012198,0.0,-4.315088578233741,1,8.691174499999999,8.672003,8.713013,8.692508,7.47556846678257,8.637489257454872,7.7347342979908005,-0.8305245201864501,7954,25.746839822362713
7955,7955,7956,71279,0.024781814,1.0127636999999999e-05,1063.4031,11.114004,220.7605,4.971916,0.6827766,0.002238517571209385,588015509287665691,0.332308,41.84637,0.058785968,10.151017,10.062678,10.242637,0.084188625,-0.04454992,0.23470443,0.09507726,0.0,-3.6091849758455066,1,9.105944000000001,9.089609,9.117992999999998,9.103802,7.924735785722732,9.128602162599565,8.493250315189362,-1.0224150148182054,7956,70.59107829535745
7956,7956,7957,71280,0.043691702,7.722364e-06,722.2549,7.4145927,163.66435,3.5657232000000003,0.64473635,0.002370183137095216,587731512615895185,0.3746375,41.913309999999996,-0.12284436,10.044172999999999,9.948822999999999,10.140266,0.31485698,0.21379007,0.42598704,0.31988856,0.0,-3.1135705622179173,1,9.113153,9.086799000000001,9.151087,9.118942,7.826972418427467,9.021709142327307,8.328155757188798,-1.0224641133310841,7957,67.99809009966727
7957,7957,7958,71291,0.02467235,1.1788281e-05,622.181,9.303980000000001,162.82643000000004,5.1693115,0.5821919,0.003988520768274626,587731512616026162,0.6931334,42.198414,-0.10918449,10.304406,10.21245,10.396638000000001,-0.18216859,-0.41351932,0.08571424,-0.16390254,0.0,-4.476285343739419,1,9.057807,9.044082000000001,9.098435,9.071259,7.666233143210411,8.845959195494652,8.056712778806686,-1.4584469689311916,7958,46.12134068160406
7959,7959,7960,71299,0.027497132999999997,7.87506e-06,603.566,6.375549299999999,155.21745,3.7317324,0.5897842,0.002932901370623849,587731513689833576,0.4817593,42.33902,0.68639725,9.547001,9.470742999999999,9.648567,-0.32343394,-0.5103293,-0.09927530000000001,-0.30480229999999997,0.0,-4.1157674423477575,1,8.911729,8.855561999999997,8.929434,8.892498,7.685745406746862,8.867293615937234,8.089663449525831,-0.6797072627767193,7960,61.19963215983186
7962,7962,7963,71328,0.03424667,7.842913999999999e-06,1065.8276,14.064901999999998,272.57544,5.0969133,0.5922003,0.002541940108754579,587731513689964690,0.3499605,42.72618,0.6813493,9.88824,9.800671000000001,9.987475,-0.19535848,-0.316117,-0.024745642999999998,-0.17043132,0.0,-3.5843125543852814,1,9.0100155,9.003178,9.016853,9.0100155,7.691954717636107,8.87408278465271,8.100149211883545,-1.0141570770592518,7963,69.51510086199352
7965,7965,7966,71340,0.04167834,9.967964e-06,548.7816,7.193939,122.34626000000002,4.1639547,0.65180886,0.003531254122295328,587731514226835568,0.3369981,42.6019,1.0807618,10.43854,10.353124000000001,10.537083,0.34651732,0.11313126,0.6610001,0.38706568,0.0,-4.524300891490042,1,9.133222,9.118304,9.169536,9.14392,7.845148764848709,9.041582890748977,8.35885044336319,-1.3969575685909756,7966,70.30591273384371
7967,7967,7968,71347,0.02773574,7.189352e-06,172.37805,2.6013393,59.723890000000004,2.3062217,0.46033388,0.006238313587424317,587731513689833616,0.4655553,42.40541500000001,0.7329104000000001,9.286024000000001,9.232267,9.359475,-0.29845479999999996,-0.59505486,-0.013053051999999999,-0.30405396,0.0,-4.757334221539971,1,8.616586999999999,8.57354,8.673745,8.623642,7.353058081269264,8.50353821337223,7.527849055528643,-0.7824858845241539,7968,62.25383396877215
7968,7968,7969,71348,0.044124663,1.0482088000000001e-05,118.19097,2.3328261,28.645134000000002,1.9587533,0.6155334,0.007491308812112703,588015510361800884,0.8484332,42.683113,0.9463889999999999,9.767031,9.673853,9.867314,-0.55719274,-0.95519984,-0.18833326,-0.57176656,0.0,-5.01725417185142,1,8.848122,8.799594,8.891938,8.845766000000003,7.751920867562294,8.939648886322976,8.201415005922318,-0.8273818231497739,7969,31.958337667708168
7971,7971,7972,71356,0.052224122000000005,8.437281000000001e-06,165.53728,2.9150636000000003,37.763702,2.0723338,0.64182127,0.005709935066905244,587731513153290405,0.7800060000000001,43.12897,0.20646109,9.621102,9.540643,9.716161999999999,-0.29469112,-0.5577979000000001,-0.011256513999999999,-0.2845272,0.0,-4.586717010070749,1,8.727675,8.67882,8.79079,8.734803999999999,7.81948065161705,9.013517755270005,8.315504291057586,-0.6075845779376889,7972,38.738875240256526
7972,7972,7973,71358,0.029270481,1.2037334e-05,299.39243,5.826155,60.360640000000004,3.6857362,0.69548696,0.005611419146404797,587731513690095737,0.8195136999999999,42.977467,0.6647946,10.822481,10.732209,10.919677,0.25740743,-0.028468741000000002,0.5915253,0.2815283,0.0,-4.786938151084014,1,9.07392,9.041738,9.117128,9.079433,7.957401494383812,9.164318365454674,8.548413418531418,-1.6581627920336357,7973,34.963857153123534
7974,7974,7975,71361,0.05652766,6.3310194e-06,752.9010599999997,7.402339,223.27688999999998,4.426508,0.52789414,0.002850073208208447,588015509825061031,0.8073398,43.028942,0.6013056999999999,9.659427,9.59448,9.754502,0.06804357,-0.11980607,0.33063725,0.10541558,0.0,-4.278872094865752,1,8.882171000000003,8.867171,8.895328,8.881249,7.52668793797493,8.693382531404495,7.821060564517975,-0.966044142753634,7975,36.16316898407059
7975,7975,7976,71366,0.053163864000000005,7.3934993e-06,303.88596,4.1888485,77.06317,2.6651402,0.59586376,0.0041002437203053466,587731512616288410,0.7648767,42.84883,-0.08727174,9.676653,9.616882,9.756545,0.12686376,-0.12031962,0.40505959999999996,0.14236999,0.0,-4.550944461974273,1,8.826264,8.80669,8.862713000000003,8.834702,7.701369861960411,8.884377164244652,8.116048716306686,-0.7922757284096154,7976,40.103976051059355
